,0,1
118,72.26795,9.663374
119,55.00972,-15.484242
120,-3.0246904,-60.76721
121,6.590867,-12.474549
122,-49.05982,-25.06079
123,-6.544388,11.419216
124,1.518036,-9.005077
125,-10.541744,8.616712
126,-4.2757463,-4.5602317
127,3.4300928,43.773293
128,-52.233936,19.080889
129,-10.673373,56.29758
130,37.398823,51.200058
131,-13.718916,47.133686
132,-30.62002,10.569646
133,26.761301,61.920547
134,-1.7854831,-10.206427
135,-39.503563,35.653275
136,73.861946,-0.4398256
137,76.62408,4.1693525
138,48.579697,17.731539
139,77.28497,4.5552764
140,-22.418613,-73.320625
141,28.015413,40.270565
142,69.99062,17.560215
143,63.688,17.410545
144,0.8901282,29.463179
145,40.339447,47.54716
146,11.20363,57.059757
147,-30.183638,9.661915
148,5.8682976,-21.936699
149,64.07804,19.821089
150,-52.129215,-18.14629
151,-10.626477,-59.31511
152,-8.417598,-60.54629
153,-33.8016,5.531988
154,-46.46027,10.493367
155,-16.315536,-6.452922
156,-73.04021,-9.692253
157,18.144625,-51.29997
158,-3.18797,28.641966
159,-14.687576,11.133739
160,-10.5607815,62.233025
161,22.78807,50.994614
162,-14.58138,-2.6763926
163,-24.959576,-70.82127
164,26.847082,58.059875
165,-15.841394,-20.271667
166,-5.506969,-20.427443
167,-7.5822477,53.386993
168,15.133715,64.56678
169,-26.80351,-30.72725
170,8.5232725,-31.379328
171,-36.533997,9.350137
172,71.52885,17.590466
173,64.613014,24.485918
174,71.265015,17.454657
175,-31.267141,19.669323
176,-5.622215,-20.20012
177,6.091593,-61.85453
178,-5.965857,71.410095
179,7.4301295,-44.157967
180,7.4301414,-44.15795
181,-31.876062,35.416134
182,-6.087999,57.99676
183,-49.509724,26.904667
184,-11.007062,20.689936
185,27.326323,-3.403884
186,27.326323,-3.403884
187,-37.200726,-25.673645
188,1.4871471,-62.135303
189,-12.5290985,57.198456
190,43.91429,46.432613
191,0.5864166,-9.160275
192,27.326323,-3.403884
193,-40.921936,-30.275362
194,49.108734,-39.21358
195,-13.279694,45.007984
196,20.404583,-32.0475
197,24.195318,50.695633
198,-49.309452,-16.685574
199,-29.362669,30.96323
200,66.48576,6.8193393
201,66.46817,43.795914
202,-22.452904,10.248467
203,-37.377457,-15.767887
204,-39.73871,-15.489048
205,-16.801651,36.396385
206,40.01396,46.456356
207,33.677494,60.719955
208,73.5848,10.854137
209,64.61262,43.159893
210,4.850651,33.23625
211,-53.22278,-18.417027
212,-23.136541,-56.11314
213,-24.099056,-32.51375
214,-36.4652,47.68647
215,-41.41936,30.29178
216,-38.892902,39.294163
217,2.9231236,53.537823
218,4.7688107,55.003895
219,61.29389,39.5722
220,28.704117,67.118546
221,42.463924,52.10813
222,-21.755032,-35.727703
223,-37.817722,47.836277
224,-44.638195,11.820048
225,40.697598,47.50843
226,3.7851205,41.212124
227,11.076597,51.358612
228,26.317263,50.704414
229,-51.4833,18.467459
230,-9.859423,57.575638
231,41.190224,58.80902
232,43.12082,53.420372
233,-35.707767,7.40871
234,-28.211058,43.508217
235,3.336331,43.020187
236,11.976791,61.01934
237,8.634971,38.985622
238,13.402991,52.27956
239,-16.786783,37.072044
240,-25.122532,32.278667
241,11.516873,49.178104
242,-29.053404,32.489357
243,-16.34095,35.571045
244,9.937888,60.59504
245,1.5201728,-37.33359
246,19.49395,51.724075
247,77.692635,13.262612
248,8.788677,38.503696
249,29.313915,75.75744
250,-52.87674,-17.858492
251,-24.073973,-33.9568
252,57.207325,31.509422
253,-53.3198,-18.504976
254,35.545433,43.013206
255,46.974445,-42.029495
256,-27.723333,-34.35127
257,-7.6892576,-62.22245
258,-45.327995,25.195402
259,13.117587,-55.24122
260,-40.709118,32.147457
261,-19.864746,-9.098373
262,-50.31741,8.609697
263,1.8123426,-64.4677
264,16.877045,-28.967587
265,-13.047151,73.580696
266,-11.310021,0.43107185
267,-53.775455,-20.149527
268,2.6959662,27.4143
269,-16.024666,13.6999655
270,-16.460388,35.57975
271,2.4732807,-40.741627
272,7.765038,-49.196243
273,28.015903,30.18908
274,-3.6302984,-13.288882
275,-43.309464,44.376057
276,-2.561918,-61.91408
277,-51.36114,-21.36311
278,27.326323,-3.403884
279,-53.692318,-20.352028
280,0.12459201,-61.841064
281,55.87121,11.876425
282,49.477688,16.753168
283,3.70926,28.04501
284,55.497517,11.641728
285,27.326323,-3.403884
286,-12.454465,-59.250866
287,27.326323,-3.403884
288,-5.807415,44.22567
289,-0.41191295,-35.683636
290,-16.9262,26.75504
291,1.7685821,26.88094
292,1.0994815,25.56814
293,30.632181,50.054077
294,-7.959796,22.698793
295,-12.684609,-13.603631
296,-33.308617,7.7418675
297,9.686633,59.741486
298,-5.16768,48.00707
299,-17.170666,-15.021351
300,-1.03442,-2.039308
301,-6.3250813,21.772215
302,26.619942,-12.160209
303,5.0461826,-61.9597
304,41.195343,51.650578
305,30.466341,71.935326
306,2.2600145,-15.321842
307,-0.6023137,25.477991
308,-5.6332855,28.864407
309,26.17375,-10.15478
310,11.953977,57.032906
311,0.3498758,0.20386359
312,-1.5632974,13.253456
313,-11.397056,19.841213
314,-43.93939,10.939057
315,17.95934,40.08068
316,-31.649206,18.222029
317,-36.046085,7.922391
318,18.277481,62.23309
319,20.014915,42.39165
320,-7.4851565,53.233868
321,6.6031365,55.52681
322,-0.22055727,25.947224
323,27.955603,38.80397
324,-20.575361,13.012594
325,40.652504,44.987816
326,-44.81974,10.838061
327,-27.977652,43.106163
328,-29.945145,41.724777
329,24.99384,40.99003
330,11.619872,51.493732
331,26.619942,-12.160209
332,38.055992,-12.194259
333,-4.658387,33.074932
334,10.012241,34.903343
335,7.089771,40.996483
336,-0.5251929,26.345808
337,-54.226887,-22.22435
338,29.889473,-5.2870636
339,37.67433,-45.608658
340,-18.576458,68.98612
341,-13.839868,-2.282269
342,2.2125323,-20.30756
343,-43.13176,43.65475
344,-47.337845,-16.493565
345,15.055581,-61.75818
346,14.576244,-62.277073
347,30.293715,-3.7472897
348,15.553379,-59.37333
349,-0.39640194,63.592968
350,65.51902,39.87127
351,34.31248,42.476215
352,-47.783375,-29.288557
353,-50.873207,26.43083
354,-31.827082,43.998966
355,58.02569,23.105448
356,-71.158165,-23.336973
357,-14.100506,22.624146
358,-38.93654,43.099968
359,-34.506275,4.4729877
360,-36.44764,7.656974
361,-39.207615,6.217621
362,-33.62972,20.915312
363,-37.452187,41.853954
364,14.676654,-52.8871
365,-45.752037,17.459936
366,-25.748137,32.37083
367,-48.03824,9.753332
368,-50.61034,26.562443
369,-34.73219,4.232708
370,-54.925835,-21.113598
371,30.152235,-4.6944356
372,18.859621,-56.146862
373,-10.965448,65.13932
374,-14.323802,60.9889
375,-17.069351,68.79989
376,-40.585888,-11.730841
377,-42.70418,6.984288
378,-19.300228,-9.039069
379,-37.775063,41.531837
380,-8.168898,7.904858
381,29.552448,-0.87919027
382,77.67517,15.819764
383,-3.5569046,-10.869061
384,-4.3793535,-10.944298
385,31.92103,-3.508899
386,-50.319134,8.496869
387,-41.10355,-58.3545
388,47.04597,-41.50761
389,63.577988,-14.018144
390,43.22414,-43.53761
391,-26.119808,-29.82633
392,3.446711,-24.663273
393,-20.110573,-15.00771
394,-34.295094,-29.226835
395,-32.0097,-32.27082
396,22.695053,-37.019028
397,14.413156,-61.78124
398,-43.77333,25.609377
399,31.686949,-4.4107103
400,18.592552,-60.466908
401,-3.4262822,7.7386627
402,-11.293063,0.19321121
403,29.955608,65.53563
404,-0.20658876,71.62015
405,-13.275077,8.369502
406,-19.190832,-56.71042
407,-20.052872,22.205437
408,3.1324391,-23.60492
409,-51.892776,8.06611
410,-13.582523,66.6521
411,-61.574493,-45.195545
412,8.114867,-44.152554
413,-37.260506,-29.515862
414,-8.338328,6.113405
415,-7.3175607,22.446724
416,-16.455412,-1.6375755
417,-30.858612,20.078623
418,-51.126396,-16.279526
419,18.867037,-27.117485
420,-22.168509,7.857909
421,-26.721622,33.576874
422,11.841998,-47.82979
423,31.5007,-5.3278623
424,38.120136,-45.231155
425,-52.54219,-18.159264
426,-8.124663,5.500471
427,27.490427,76.21804
428,-35.590885,-14.572796
429,41.72971,45.607132
430,31.27905,39.57908
431,10.169731,35.377335
432,8.111499,-44.86005
433,-27.897598,23.11509
434,31.587944,-3.2568076
435,-13.590602,47.685825
436,-10.284126,57.291153
437,-45.346535,16.676647
438,31.5007,-5.3278623
439,-30.72947,-33.48457
440,-16.203526,-6.7667117
441,36.51104,-45.004356
442,42.620476,-43.654976
443,38.956024,-44.89302
444,-31.051722,43.154297
445,-14.606244,33.67306
446,-40.00711,19.626709
447,-12.146553,-77.9044
448,-48.847847,24.531094
449,62.730934,40.46362
450,30.909727,-3.3142495
451,31.5007,-5.3278623
452,-7.7486477,22.866983
453,-3.5827887,-0.52434003
454,-6.202806,6.7721205
455,12.420371,-31.218376
456,64.679405,-13.5478945
457,-18.21315,-76.3794
458,-21.090729,-31.37858
459,30.315426,-3.379296
460,42.79283,-44.354584
461,30.572142,-5.3167925
462,-8.906344,53.890274
463,-71.15327,-22.193691
464,-15.161121,-6.462134
465,-53.896923,-46.3977
466,-10.13119,-74.32382
467,-37.183586,38.0225
468,-47.02336,-25.05749
469,3.5168777,-24.237545
470,-6.2198925,-21.054417
471,-5.823854,-21.449173
472,-6.2198915,-21.05445
473,-35.48978,10.042192
474,-16.544909,-9.1217985
475,-44.124813,9.494261
476,-40.967827,30.653961
477,-44.658104,14.674844
478,-36.305088,5.2126856
479,-25.139881,-35.133457
480,23.66389,50.4
481,66.267,-3.7686841
482,-50.20497,-26.72933
483,-15.916088,-19.317116
484,-33.236313,46.037746
485,-36.77923,16.045412
486,-42.519745,-17.95173
487,-24.313602,-34.001957
488,-27.031212,-31.696836
489,20.036633,51.371403
490,44.393116,47.60837
491,-14.624265,38.900658
492,-14.118798,35.577774
493,27.14787,71.77725
494,-75.594696,-19.526917
495,27.147867,71.77726
496,27.147823,71.77718
497,-8.35922,4.954965
498,-6.1667733,44.375374
499,-14.195909,37.09924
500,-3.6400502,45.33103
501,-3.6400502,45.33103
502,-15.227043,34.15062
503,-20.508276,-77.20081
504,-41.151245,42.131233
505,-18.662157,-9.442914
506,8.434013,-31.260447
507,64.061714,45.622025
508,27.703287,58.63348
509,10.832911,-44.933495
510,3.6218789,62.968983
511,-6.1788945,49.208485
512,30.161898,-4.5538716
513,-6.607614,12.052757
514,-8.81325,7.246332
515,55.786366,29.223959
516,-18.067833,21.827005
517,-27.423498,12.171508
518,-19.66314,27.467028
519,26.417017,59.35255
520,64.50653,39.631058
521,-6.1788945,49.208485
522,7.057321,54.740185
523,-23.277485,31.662254
524,-21.81014,25.545568
525,27.147867,71.77726
526,66.15359,-4.4646034
527,-12.29915,73.79041
528,44.679157,50.857395
529,-14.959803,35.109623
530,27.540632,68.41485
531,28.66677,71.35688
532,65.49894,40.41547
533,-15.189009,35.61305
534,-17.046703,22.803783
535,-43.721058,15.042054
536,-13.792215,-71.186554
537,-12.3166685,-71.037254
538,-30.144611,20.272974
539,-13.415239,56.774174
540,29.444471,-5.9642797
541,-11.516951,64.930046
542,14.114631,62.048977
543,-41.408283,-32.068546
544,-10.105638,-75.80953
545,31.686949,-4.4107103
546,-0.6121429,13.450097
547,32.31769,-4.16011
548,21.17497,34.206844
549,-18.789248,-16.180994
550,25.292137,40.71116
551,30.221233,-2.354359
552,43.011627,50.481033
553,21.754725,50.919487
554,30.583378,74.78907
555,55.07818,30.137129
556,43.008644,44.98024
557,-50.69198,-23.25387
558,25.515856,71.736176
559,29.552448,-0.87919027
560,-45.43227,-16.856352
561,32.32797,-2.3037379
562,-51.29949,10.785901
563,-15.243638,-19.352266
564,-17.98358,-20.559605
565,31.808369,-2.7019403
566,17.077461,32.871487
567,-33.976006,-29.220995
568,-19.74137,-6.8238654
569,73.766685,5.9531193
570,-38.704617,6.0503244
571,-20.103773,21.934061
572,-19.70725,13.535439
573,-31.629513,37.892937
574,-27.12493,42.00266
575,28.591314,41.56796
576,12.941079,-31.519089
577,10.239143,60.90731
578,-51.36668,22.442251
579,-13.128286,43.158985
580,27.51605,58.426517
581,-46.57437,27.423973
582,-13.782498,-19.228947
583,-13.675521,48.46533
584,-51.093586,10.131043
585,-43.70575,16.863895
586,-51.224583,7.758
587,-51.583412,8.142495
588,-47.6006,-18.927902
589,29.889473,-5.2870636
590,30.322767,-5.9674034
591,32.43717,32.06501
592,68.07339,-4.434679
593,68.285736,13.765371
594,30.729288,-5.892493
595,19.18056,40.710903
596,32.179615,-3.8015072
597,-12.634519,8.298792
598,-7.993368,24.323767
599,34.45922,42.98631
600,-26.254265,40.652134
601,-10.707655,-72.81149
602,-2.9102986,-0.9783188
603,61.238613,36.27244
604,-8.818882,69.483795
605,-43.68931,17.27994
606,-0.53379035,12.987298
607,64.5633,-7.1754003
608,67.85192,-4.3551555
609,-46.99164,-25.452644
610,-4.734764,10.163371
611,-36.51587,-28.680237
612,-45.32898,-25.445118
613,-13.341874,-0.37408772
614,-2.9425604,-32.399567
615,-1.573914,31.439363
616,-2.0066803,32.25713
617,12.461408,52.269867
618,3.6363862,-22.738089
619,4.6990347,41.31242
620,42.667316,-40.022545
621,-13.790332,9.73345
622,38.009727,43.763943
623,9.156814,33.69369
624,-47.010532,43.063526
625,32.59317,-3.6605372
626,-19.063267,22.675362
627,64.12393,17.153156
628,-26.190197,31.794538
629,1.2315505,25.892136
630,29.552448,-0.87919027
631,18.410133,-59.458256
632,-16.66065,0.24056067
633,51.60587,17.921747
634,53.698925,21.931107
635,65.03497,-11.892472
636,-22.621187,6.5629063
637,-39.579865,-65.73352
638,-44.537857,27.112577
639,-37.01836,10.07681
640,40.089943,45.156063
641,-25.908243,26.143852
642,-39.794243,43.506588
643,-48.432133,9.45901
644,-13.174184,48.613228
645,24.693684,60.689358
646,40.590794,60.3238
647,-7.1175685,-7.7712293
648,-12.780152,34.645775
649,13.903791,59.015896
650,9.769402,-32.31684
651,-7.685996,-3.5468535
652,-55.20947,9.31019
653,-0.71951205,72.256256
654,29.29662,74.365845
655,-10.043097,57.988632
656,-36.733173,41.74267
657,61.168083,38.954605
658,-9.50295,53.12714
659,-0.6859392,0.026604125
660,2.0713623,70.74364
661,-36.049614,5.0904107
662,29.339588,65.873535
663,-30.549105,42.09765
664,-2.1333172,42.692715
665,-33.7365,14.099447
666,-7.383999,53.669792
667,-13.704107,71.64941
668,-14.110139,68.69525
669,-17.60426,-10.130882
670,12.993875,52.54301
671,75.54876,-2.0308387
672,32.040638,-1.6632916
673,-36.367336,39.847675
674,-19.52704,-56.66804
675,-11.321938,7.4691973
676,42.93137,44.626156
677,-33.75165,46.34444
678,-1.5969995,-31.122492
679,-0.692428,-35.190525
680,-54.90231,10.93933
681,-1.1455274,-35.502506
682,5.510554,-42.00502
683,4.5810704,-40.138397
684,-0.2268086,-29.092865
685,10.596061,-44.789856
686,-8.245516,-61.276974
687,-4.4303265,-27.749739
688,17.91896,54.134655
689,0.32690206,0.19154927
690,-5.1057487,-13.870047
691,65.85358,5.868133
692,58.264946,-14.914381
693,-3.0783305,11.723414
694,-2.0527322,11.62361
695,51.862373,-40.21021
696,-4.40694,10.402552
697,15.56596,64.34164
698,30.286245,-3.8553028
699,-15.558096,12.432885
700,-5.9715185,-14.255478
701,-46.003464,13.3359165
702,-5.6259556,43.408344
703,-17.019947,67.46902
704,63.044334,35.66031
705,-16.90998,67.37507
706,-9.514324,69.369286
707,71.57498,-2.7286792
708,15.948202,63.313305
709,-29.50202,31.108877
710,28.650976,51.55403
711,-45.48419,10.440373
712,-2.232365,-31.711044
713,-29.713097,42.06714
714,46.16428,-42.33307
715,-13.925583,29.131907
716,-14.137716,-9.368759
717,1.6861023,-20.181412
718,67.81871,9.795605
719,39.6749,44.10444
720,16.947609,-30.45382
721,-50.809563,-22.304873
722,6.6778793,-62.612926
723,10.39122,-50.47979
724,-3.8404005,44.492157
725,-5.028088,42.32082
726,32.332333,-4.2352767
727,-9.100672,33.30362
728,-4.323944,33.52507
729,-27.802626,22.36598
730,-40.94685,34.443775
731,-26.20976,25.9477
732,26.541084,41.53265
733,30.592564,-3.857135
734,-11.193532,54.556305
735,-2.1101284,-34.163494
736,73.04108,5.023506
737,-53.581608,13.307378
738,-24.846611,26.717985
739,-4.355533,51.495056
740,5.783784,40.366447
741,30.872715,-4.5925055
742,-8.065274,-64.326836
743,68.12128,0.59632427
744,-16.985643,67.57631
745,-12.077895,43.655617
746,-17.981657,-19.900599
747,-10.368639,18.465082
748,-7.949701,-2.714587
749,-6.5153017,12.339616
750,-38.074986,-31.751822
751,-21.361502,-35.517067
752,30.203308,-4.386273
753,-23.626291,-35.08318
754,-41.232594,-31.86794
755,-36.907845,17.916128
756,65.172966,34.13161
757,-30.805515,-33.919514
758,39.334965,-45.421207
759,-28.265501,24.35936
760,-27.695059,34.598362
761,-31.533884,7.7709894
762,-1.3703704,65.34375
763,-19.781075,14.195253
764,-2.5896778,71.71808
765,-36.533882,14.639432
766,-1.5569521,-28.636593
767,-46.40803,43.329617
768,-35.383396,4.6510506
769,-32.64883,29.409817
770,-2.8977919,-33.28802
771,-44.130695,7.247186
772,-40.456566,32.753323
773,28.188349,36.12939
774,31.227196,-4.5013056
775,59.087505,2.6706345
776,18.46175,-52.19664
777,-25.626314,-76.913284
778,65.79437,23.163687
779,17.43097,41.7477
780,-2.2647407,45.20189
781,-37.12602,-30.67265
782,44.19539,-42.878204
783,-2.3513312,28.145618
784,31.187687,-0.9215724
785,-14.338787,34.929935
786,44.581997,52.15313
787,-13.851262,-2.6053047
788,-25.300362,9.897129
789,-13.067224,42.392612
790,9.525123,39.032005
791,-41.834244,-30.721626
792,-21.312874,24.58688
793,-13.666156,28.66691
794,30.230537,-2.455416
795,-12.411756,22.056288
796,-8.850807,33.062153
797,11.717396,36.961884
798,26.48427,31.78114
799,-48.904457,-21.373001
800,64.64881,0.17719086
801,32.447304,-2.7544668
802,31.93289,57.664497
803,-8.460185,1.8991493
804,61.963333,34.2189
805,30.750576,-1.6282145
806,-16.599781,-76.626945
807,27.097363,29.319885
808,65.512505,1.2007802
809,-22.678377,-63.102787
810,-6.590159,11.023948
811,10.914053,60.824303
812,-13.587551,39.63582
813,41.384705,53.1856
814,26.580887,64.064064
815,27.82144,38.00774
816,27.346851,60.547836
817,6.1086516,-18.08451
818,20.287672,-34.7015
819,-31.615269,35.598267
820,-10.264864,1.0323938
821,-16.759586,62.981445
822,29.493952,59.500095
823,-16.394255,-72.72733
824,37.96265,-44.773643
825,6.5231934,-46.25947
826,6.5232034,-46.259514
827,6.523199,-46.259487
828,6.5231843,-46.259518
829,6.5231795,-46.25949
830,6.5232034,-46.259514
831,-71.68926,-21.142056
832,55.251488,30.554703
833,20.864645,50.901203
834,-8.243886,34.078445
835,-14.363315,61.64139
836,-16.276232,-0.13360581
837,-6.3540826,-4.6256847
838,27.326323,-3.403884
839,-36.291904,-31.423414
840,4.318072,35.714977
841,-8.668243,8.034382
842,6.7287297,40.73551
843,-5.401222,-57.982433
844,32.54342,-3.2279842
845,-34.47137,-33.48627
846,18.75511,-52.756992
847,14.796986,-26.405043
848,31.5007,-5.3278623
849,18.718235,-55.445843
850,31.227877,-1.9381084
851,30.914186,-3.0724466
852,-53.457306,-23.45771
853,7.7081413,42.313236
854,-14.807153,32.72754
855,-8.131349,-64.22694
856,-54.398586,12.199186
857,10.940172,50.5675
858,-0.05714915,-73.94788
859,-44.963085,18.101963
860,-43.527206,13.266755
861,-47.317337,27.333344
862,4.468285,-51.253574
863,-43.949768,28.78543
864,-37.71844,48.22325
865,-50.805656,8.289046
866,-46.469395,16.26622
867,-45.570538,29.653156
868,-55.830643,-45.574875
869,-1.52407,50.116554
870,-25.876287,40.417316
871,-25.681793,41.16047
872,33.38276,-4.2565994
873,-15.712686,60.988537
874,-16.840572,-0.7453825
875,-10.725325,29.514011
876,-15.086529,-15.925554
877,-43.72396,7.0408382
878,55.544743,28.358578
879,-13.353022,31.11502
880,-36.745052,46.93154
881,-19.07286,22.994585
882,-13.885258,60.92091
883,19.323189,42.18342
884,-3.1612828,-1.4956104
885,63.699787,40.069195
886,-47.885635,-17.876825
887,-49.08634,-18.451212
888,3.2697735,42.22881
889,24.422018,31.542622
890,-48.552677,23.864113
891,28.683926,29.90642
892,49.671597,15.908551
893,48.884228,16.022774
894,-5.5357,11.07019
895,12.051772,-39.943924
896,-33.367935,-33.876842
897,31.138508,39.14742
898,73.92231,20.344604
899,73.96287,17.724283
900,74.33786,18.866386
901,65.85462,26.273518
902,74.32367,18.701538
903,73.99884,17.82637
904,-5.0359464,-17.260662
905,5.03332,-15.399854
906,-3.440319,10.446002
907,-3.868466,11.811138
908,7.127615,34.718014
909,-3.3853157,8.1116085
910,40.27036,60.208904
911,-1.294776,-0.968393
912,-25.300922,36.51475
913,0.4118449,-65.21022
914,-28.269344,43.268456
915,4.0825267,28.770615
916,-7.9611807,21.861576
917,1.0976536,-8.737059
918,-6.239825,21.548578
919,-23.982523,-72.85155
920,-23.468967,-34.257046
921,-7.8272176,53.78556
922,-5.0349355,5.979526
923,-5.422472,25.71319
924,-7.8103123,50.00356
925,-4.3951073,11.775036
926,60.492737,38.959152
927,-31.208519,41.806953
928,-26.235416,41.84735
929,-0.7849138,63.378292
930,0.5988918,63.44157
931,5.774027,-11.354217
932,29.138273,57.99741
933,10.292135,49.224457
934,15.198248,-62.20187
935,51.350628,18.109589
936,32.252636,-4.750412
937,-35.696247,-16.827156
938,30.526583,-0.7976297
939,-2.1787634,29.830559
940,-32.283413,-33.56257
941,-24.862236,37.6567
942,-34.287895,13.572416
943,-1.5521836,29.40153
944,44.76243,-43.18581
945,71.560524,17.090736
946,-49.3853,-22.688984
947,-25.378344,-34.889183
948,-47.934547,-28.862215
949,-1.0376188,-1.4169815
950,53.897232,30.235394
951,68.53177,17.214457
952,-25.680496,40.579327
953,-37.486813,-32.59315
954,27.124529,35.062904
955,27.419601,31.263771
956,-41.34827,31.196953
957,-48.141144,27.586636
958,-48.14114,27.586613
959,-48.141132,27.586647
960,-48.14111,27.586605
961,77.55332,15.374886
962,16.652222,-54.466434
963,-53.842472,-18.326258
964,-1.1866252,73.16536
965,72.39701,-3.0257957
966,6.4714503,53.672485
967,62.13223,-13.283501
968,-3.8892686,41.48958
969,-5.809188,12.014048
970,24.364332,31.393902
971,-14.923152,14.651108
972,8.706289,56.220184
973,8.70629,56.22019
974,6.308507,34.849922
975,-27.557276,24.164875
976,-17.453476,-1.1927755
977,-12.0744915,19.428444
978,-38.37967,35.933334
979,-27.256159,-33.175117
980,29.947773,-1.6195513
981,30.909727,-3.3142495
982,17.511995,54.627335
983,-4.0555377,45.58016
984,-24.663998,-34.756996
985,39.33634,-44.991844
986,30.816608,-4.775959
987,-27.55729,24.164875
988,-18.052916,27.065193
989,-43.496433,14.569387
990,73.803635,10.563552
991,77.46392,9.5506
992,78.44398,9.108334
993,61.10287,-12.314179
994,69.05858,18.507767
995,74.18215,4.315622
996,73.76597,11.517461
997,61.734184,-15.044904
998,77.3729,5.3185916
999,56.574993,-14.052187
1000,72.3288,-4.4096813
1001,78.32644,8.974926
1002,77.42314,13.518108
1003,77.504745,4.5736175
1004,77.907005,10.673572
1005,-25.638126,-69.42956
1006,18.06331,42.365467
1007,43.396904,57.877262
1008,65.539856,22.190125
1009,-36.37699,47.34654
1010,-7.951469,59.746548
1011,-52.493202,8.281831
1012,1.8100039,33.20645
1013,-33.84386,-23.45877
1014,-37.889164,-24.64917
1015,-37.46032,-24.579853
1016,-34.61078,-24.121658
1017,-36.34725,47.204086
1018,-37.99065,-32.29362
1019,-22.745127,-35.38531
1020,43.13249,-43.525883
1021,27.057995,30.440033
1022,26.17068,28.865461
1023,-45.683125,-29.34431
1024,43.463642,-43.38157
1025,-22.640074,-31.145208
1026,56.950855,31.152512
1027,13.895275,49.382305
1028,-3.626551,50.300877
1029,0.17609048,26.559643
1030,-4.2102723,-13.059097
1031,-2.4648263,-7.3412685
1032,-11.829837,19.791792
1033,-44.146057,15.095612
1034,1.3075197,-27.821943
1035,-14.433923,68.32286
1036,-2.96932,-1.0611602
1037,-14.021734,28.239105
1038,6.632109,40.297016
1039,-2.288064,-74.061165
1040,-6.6735735,30.783361
1041,-43.484097,44.21683
1042,-4.6272473,-25.396889
1043,-3.8758974,-32.568604
1044,-18.536085,-18.433313
1045,-41.245197,-18.05458
1046,-3.783422,-30.280428
1047,-2.8627856,31.350758
1048,-1.898977,64.13638
1049,-30.097954,30.96549
1050,-10.354831,-14.015111
1051,-19.52173,-6.046902
1052,30.514357,51.63508
1053,-33.21637,25.817783
